PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FlrSF1st,FlrSF2nd,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MapRefNo,Prop_Addr,YearBuilt_Group,HouseAge,RemodAge,TotalSF,TotalBath,RoadRail,GoodGarageType,Zone,CulDSac,Exterior1st_top,TwoStory,ExQual,LargerHouse,Remod,ExBsmtQual,HasFireplace,ExKitchen,ExterQual,BsmtQual,KitchenQual,ExterCond,Location_2,Location_3,Location_4,Foundation_CBlock,Foundation_PConc,Foundation_Slab,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,full_address,latitude,longitude
532354070,999,132500,20,RL,80.0,7758,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,No,ALQ,588.0,Unf,0.0,411.0,999.0,GasA,Gd,1,SBrkr,999,0,0,1.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,132,0,0,0,None,None,0,3,2007,WD ,Normal,532354070.0,4106 TORONTO ST,1940-1979,45,6,1998.0,2.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1,0,0,1,0,0,0,0,0,0,"4106 TORONTO ST, Iowa, United STATES",42.03586555102041,-93.67407142857142
527302070,1260,181900,20,RL,65.0,10825,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,7,7,1983,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,TA,Mn,GLQ,747.0,Unf,0.0,513.0,1260.0,GasA,TA,1,SBrkr,1260,0,0,1.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,1983.0,Unf,2.0,598.0,TA,TA,Y,152,0,0,0,0,None,None,0,7,2008,WD ,Normal,527302070.0,3306 EISENHOWER AVE,1980-1999,25,25,2520.0,3.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"3306 EISENHOWER AVE, Iowa, United STATES",42.05455169737027,-93.63779464883544
527214030,1884,387000,20,RL,53.0,15401,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,TA,Gd,GLQ,1337.0,Unf,0.0,547.0,1884.0,GasA,Ex,1,SBrkr,1884,0,0,1.0,0.0,2,0,2,1,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,670.0,TA,TA,Y,214,76,0,0,0,None,None,0,9,2008,WD ,Normal,527214030.0,4013 FRANCES E DAVIS CT,2000 and later,4,4,3768.0,3.0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,0,0,1,0,1,0,0,0,0,0,"4013 FRANCES E DAVIS CT, Iowa, United STATES",42.060110571428574,-93.627926
533128030,2295,268000,60,RL,47.5,13346,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,No,GLQ,728.0,Unf,0.0,367.0,1095.0,GasA,Ex,1,SBrkr,1166,1129,0,1.0,0.0,2,1,4,1,9,Typ,1,TA,Attchd,1992.0,RFn,2.0,590.0,TA,TA,Y,0,40,0,0,0,None,None,0,7,2006,WD ,Normal,533128030.0,2713 NORTHRIDGE CIR,1980-1999,14,6,3390.0,3.5,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,"2713 NORTHRIDGE CIR, Iowa, United STATES",42.04804412244898,-93.65051097959183
902330010,2358,122000,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,No,LwQ,259.0,Unf,0.0,425.0,684.0,OthW,Fa,0,SBrkr,938,1215,205,0.0,0.0,2,0,4,1,8,Typ,0,None,None,1872.0,None,0.0,0.0,None,None,Y,0,54,20,0,0,None,None,0,12,2008,WD ,Normal,902330010.0,114 8TH ST,0,136,21,3042.0,2.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,"114 8TH ST, Iowa, United STATES",42.06365776767677,-93.89276331313131
923228150,1344,97000,160,RM,21.0,1533,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,TA,1,SBrkr,798,546,0,0.0,0.0,1,1,3,1,6,Typ,1,TA,None,1970.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,None,None,0,5,2009,WD ,Normal,923228150.0,707 MEADOW PL,1940-1979,39,1,1890.0,1.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,1,0,"707 MEADOW PL, Iowa, United STATES",41.581334,-93.779417
527302080,2183,229000,50,RL,80.0,13837,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,No,GLQ,1002.0,LwQ,202.0,0.0,1204.0,GasA,Gd,1,SBrkr,1377,806,0,0.0,0.0,2,1,4,1,9,Typ,0,None,Attchd,1988.0,Unf,3.0,786.0,TA,TA,Y,0,0,0,0,0,None,None,0,2,2006,WD ,Normal,527302080.0,3300 EISENHOWER AVE,1980-1999,18,18,3387.0,2.5,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1,0,0,0,1,0,0,0,0,0,"3300 EISENHOWER AVE, Iowa, United STATES",42.054501,-93.637788
528344040,2450,340000,60,RL,65.0,16545,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,731.0,TA,Mn,GLQ,781.0,Unf,0.0,503.0,1284.0,GasA,Ex,1,SBrkr,1310,1140,0,1.0,0.0,2,1,3,1,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,1069.0,TA,TA,Y,0,126,0,0,0,None,None,0,5,2009,WD ,Normal,528344040.0,3028 BAYBERRY RD,1980-1999,11,11,3734.0,3.5,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,"3028 BAYBERRY RD, Iowa, United STATES",42.05342209992673,-93.65304393958789
535375050,1656,135000,50,RL,60.0,10410,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,1,SBrkr,808,704,144,0.0,0.0,2,1,3,1,8,Min2,0,None,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,0,0,0,140,0,MnPrv,None,0,8,2009,WD ,Normal,535375050.0,1517 KELLOGG AVE,1900-1939,93,22,2316.0,2.5,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,"1517 KELLOGG AVE, Iowa, United STATES",42.037295428571426,-93.6140802857143
535376060,1352,149000,60,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,1,SBrkr,676,676,0,0.0,1.0,2,0,4,1,7,Typ,0,None,Detchd,1939.0,Unf,2.0,720.0,TA,TA,Y,187,0,128,0,0,None,None,0,8,2009,WD ,Normal,535376060.0,1511 DOUGLAS AVE,1900-1939,70,3,2028.0,2.5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,"1511 DOUGLAS AVE, Iowa, United STATES",41.62956610204081,-93.63829830612245
528186160,1342,234250,120,RL,48.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,TA,No,GLQ,846.0,Unf,0.0,496.0,1342.0,GasA,Ex,1,SBrkr,1342,0,0,1.0,0.0,2,0,2,1,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,550.0,TA,TA,Y,0,35,0,0,0,None,None,0,6,2008,WD ,Normal,528186160.0,3703 CHILTON AVE,2000 and later,2,1,2684.0,3.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,1,"3703 CHILTON AVE, Iowa, United STATES",41.036593,-92.411182
532351150,1654,119500,90,RM,68.0,8927,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1.5Fin,6,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,1,SBrkr,1286,368,0,0.0,0.0,2,0,4,2,9,Typ,0,None,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,0,0,0,0,0,None,None,0,8,2006,WD ,Normal,532351150.0,4307 TORONTO ST,1940-1979,29,29,1654.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1,0,0,1,0,0,0,1,0,0,"4307 TORONTO ST, Iowa, United STATES",42.03637796697601,-93.677257350006
527452310,900,123000,85,RL,68.0,7838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Av,ALQ,769.0,Unf,0.0,95.0,864.0,GasA,TA,1,SBrkr,900,0,0,1.0,0.0,1,0,3,1,6,Typ,1,Po,Attchd,1967.0,RFn,1.0,288.0,TA,TA,Y,175,144,0,0,0,MnWw,None,0,12,2006,WD ,Normal,527452310.0,1413 JOHNSON ST,1940-1979,39,39,1764.0,2.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"1413 JOHNSON ST, Iowa, United STATES",42.04895463333342,-93.62924181330851
909250200,1510,149000,70,RL,69.0,4899,Pave,None,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,Ex,1,SBrkr,755,755,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,164,0,0,None,None,0,6,2006,WD ,Normal,909250200.0,428 STANTON AVE,1900-1939,86,56,2265.0,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,0,0,0,1,0,0,0,0,0,"428 STANTON AVE, Iowa, United STATES",42.01875678168227,-93.64838682231043
902329080,1288,119000,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0.0,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,1,SBrkr,664,624,0,1.0,0.0,1,0,3,1,5,Typ,1,Gd,Attchd,1917.0,Unf,1.0,280.0,TA,TA,N,0,103,0,0,0,None,None,0,5,2009,WD ,Normal,902329080.0,219 7TH ST,1900-1939,92,2,1912.0,2.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,"219 7TH ST, Iowa, United STATES",42.029215102040816,-91.60267642857143
903225140,1210,124000,50,RM,50.0,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,No,ALQ,600.0,Unf,0.0,72.0,672.0,GasA,Ex,1,SBrkr,832,378,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1941.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,903225140.0,1222 NORTHWESTERN AVE,1940-1979,67,2,1882.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,"1222 NORTHWESTERN AVE, Iowa, United STATES",42.03363724489796,-93.62555610204082
534452060,1077,118000,190,RL,50.0,7420,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,1.5Unf,5,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,GLQ,851.0,Unf,0.0,140.0,991.0,GasA,Ex,1,SBrkr,1077,0,0,1.0,0.0,1,0,2,2,5,Typ,2,TA,Attchd,1939.0,RFn,1.0,205.0,Gd,TA,Y,0,4,0,0,0,None,None,0,1,2008,WD ,Normal,534452060.0,1301 RIDGEWOOD AVE 1303,1900-1939,69,58,2068.0,2.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,"1301 RIDGEWOOD AVE 1303, Iowa, United STATES",42.034683,-93.627695
532476050,2646,260000,80,RL,100.0,14330,Pave,None,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,TA,Gd,ALQ,1023.0,BLQ,497.0,228.0,1748.0,GasA,Gd,1,SBrkr,2151,495,0,1.0,2.0,2,0,3,1,9,Mod,2,TA,Attchd,1974.0,RFn,2.0,550.0,TA,TA,Y,641,100,0,0,0,GdPrv,None,0,1,2006,WD ,Normal,532476050.0,1601 AMHERST DR,1940-1979,32,32,4394.0,4.0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,0,"1601 AMHERST DR, Iowa, United STATES",42.037211,-93.660602
909428110,1336,157000,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,Mn,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,TA,1,SBrkr,1336,0,0,1.0,0.0,1,0,2,1,5,Typ,2,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,909428110.0,2004 MCCARTHY RD,1940-1979,53,53,2501.0,2.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0,1,0,1,0,0,1,0,0,0,"2004 MCCARTHY RD, Iowa, United STATES",42.0134524,-93.6396547
533110130,2417,260000,60,RL,121.0,16059,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,TA,No,Unf,0.0,Unf,0.0,1288.0,1288.0,GasA,Ex,1,SBrkr,1301,1116,0,0.0,0.0,2,1,4,1,9,Typ,1,TA,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,127,82,0,0,0,None,None,0,4,2006,WD ,Normal,533110130.0,2503 RIDGETOP RD,1980-1999,15,14,3705.0,2.5,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0,0,1,1,0,0,0,0,0,0,"2503 RIDGETOP RD, Iowa, United STATES",42.04575485977505,-93.6539210146762
923203090,1216,164000,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,No,GLQ,897.0,Unf,0.0,319.0,1216.0,GasA,Ex,1,SBrkr,1216,0,0,1.0,0.0,2,0,2,1,5,Typ,0,None,Attchd,1998.0,Unf,2.0,402.0,TA,TA,Y,0,125,0,0,0,None,None,0,5,2006,WD ,Normal,923203090.0,3318 EMERALD DR,1980-1999,8,8,2432.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1,0,0,0,1,0,0,0,1,0,"3318 EMERALD DR, Iowa, United STATES",41.99306538458213,-93.60816367708647
535104120,1453,187500,20,RL,92.0,10573,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,1,SBrkr,1453,0,0,1.0,0.0,2,0,3,1,6,Typ,1,TA,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0,49,0,0,288,GdPrv,None,0,4,2009,WD ,Normal,535104120.0,510 LUTHER DR,1940-1979,48,48,2906.0,3.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"510 LUTHER DR, Iowa, United STATES",42.04818346460969,-93.61800109327203
528366070,2202,263000,60,RL,88.0,11762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,TA,No,GLQ,335.0,Unf,0.0,770.0,1105.0,GasA,Ex,1,SBrkr,1105,1097,0,1.0,0.0,2,1,4,1,9,Typ,1,TA,Attchd,1992.0,RFn,2.0,517.0,TA,TA,Y,0,65,0,0,144,None,None,0,9,2007,WD ,Normal,528366070.0,3108 SYCAMORE RD,1980-1999,15,14,3307.0,3.5,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,"3108 SYCAMORE RD, Iowa, United STATES",42.04950416439778,-93.65311839997617
902205010,612,45000,30,RM,50.0,5925,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Fa,0,FuseA,612,0,0,0.0,0.0,1,0,1,1,4,Typ,0,None,Detchd,1965.0,Unf,1.0,308.0,TA,Fa,N,0,0,25,0,0,None,None,0,10,2009,WD ,Normal,0.0,0,1900-1939,69,59,612.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,"0, Iowa, United STATES",41.2602719,-95.9177912
923204040,1200,173000,85,RL,150.0,14137,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,Av,ALQ,865.0,LwQ,247.0,88.0,1200.0,GasA,Gd,1,SBrkr,1200,0,0,1.0,0.0,1,0,3,1,6,Typ,0,None,2Types,1964.0,Fin,3.0,850.0,TA,TA,Y,0,119,0,0,171,None,None,0,11,2008,ConLD,Normal,923204040.0,428 JEWEL DR,1940-1979,44,44,2400.0,2.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"428 JEWEL DR, Iowa, United STATES",41.99317600351737,-93.60623275724798
533251130,1432,194000,80,RL,60.0,16157,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,ALQ,680.0,Rec,391.0,289.0,1360.0,GasA,Ex,1,SBrkr,1432,0,0,1.0,0.0,1,1,2,1,5,Typ,1,TA,Attchd,1978.0,Unf,2.0,588.0,TA,TA,Y,168,180,0,0,0,None,None,0,6,2007,WD ,Normal,533251130.0,2804 PINEHURST CIR,1940-1979,29,29,2792.0,2.5,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,"2804 PINEHURST CIR, Iowa, United STATES",42.044755845575516,-93.64596875881587
528235130,1414,178000,60,RL,74.0,9056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Av,Unf,0.0,Unf,0.0,707.0,707.0,GasA,Ex,1,SBrkr,707,707,0,0.0,0.0,2,1,3,1,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,403.0,TA,TA,Y,100,35,0,0,0,None,None,0,10,2006,WD ,Normal,528235130.0,3838 WELBECK DR,2000 and later,2,2,2121.0,2.5,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,0,1,0,0,1,0,0,0,0,0,"3838 WELBECK DR, Iowa, United STATES",42.0602303,-93.6439316
903226130,1324,128000,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,No,BLQ,672.0,Unf,0.0,0.0,672.0,GasA,TA,1,SBrkr,757,567,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,903226130.0,1210 CURTISS AVE,1900-1939,73,59,1996.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,"1210 CURTISS AVE, Iowa, United STATES",42.03350432653061,-93.62453204081632
903235020,616,89000,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,1,SBrkr,616,0,0,0.0,0.0,1,0,2,1,4,Typ,0,None,Detchd,1921.0,Unf,1.0,205.0,TA,TA,Y,0,0,129,0,0,None,None,0,6,2006,WD ,Normal,903235020.0,1018 10TH ST,1900-1939,85,56,1232.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,"1018 10TH ST, Iowa, United STATES",42.03648273469388,-91.599452
527425110,864,130000,20,RL,60.0,9000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,1,SBrkr,864,0,0,0.0,0.0,1,0,3,1,5,Typ,0,None,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,GdWo,None,0,7,2009,WD ,Normal,527425110.0,804 TOP O HOLLOW RD,1940-1979,38,3,1728.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,"804 TOP O HOLLOW RD, Iowa, United STATES",42.0566141520629,-93.6222984445571
902327070,2007,160000,70,RM,70.0,8400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,Gd,Mn,Unf,0.0,Unf,0.0,917.0,917.0,GasA,Gd,1,FuseA,1090,917,0,0.0,0.0,2,0,3,1,8,Typ,0,None,Detchd,1930.0,Unf,1.0,357.0,TA,TA,Y,0,235,0,0,0,None,None,0,6,2009,WD ,Normal,902327070.0,803 DUFF AVE,Before 1900,109,59,2924.0,2.0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,"803 DUFF AVE, Iowa, United STATES",42.02912002366332,-93.61062325031136
914478100,1026,143000,85,RL,82.0,8410,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Av,ALQ,924.0,Unf,0.0,46.0,970.0,GasA,TA,1,SBrkr,1026,0,0,1.0,0.0,1,0,2,1,5,Typ,1,Po,Attchd,1974.0,Unf,2.0,528.0,TA,TA,Y,193,0,0,0,0,None,None,0,4,2007,WD ,Normal,914478100.0,700 DIAMOND CT,1940-1979,33,33,1996.0,2.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,1,0,0,1,0,0,0,0,0,0,"700 DIAMOND CT, Iowa, United STATES",41.994432,-93.601624
